title,authors,pdf_link,code_url,conference_name
Deep Learning Alternating Direction Method of Multipliers,Junxiang Wang ; Fuxun Yu ; Xiang Chen ; Liang Zhao ;,,,KDD 2019
Deep Mixture Point Processes: Spatio-temporal Event Prediction with Rich Contextual Information,Maya Okawa ; Tomoharu Iwata ; Takeshi Kurashima ; Yusuke Tanaka ; Hiroyuki Toda ; Naonori Ueda ;,http://arxiv.org/pdf/1906.08952v1,,KDD 2019
DeepGBM: A Deep Learning Framework Distilled by GBDT for Online Prediction Tasks,Guolin Ke ; Zhenhui Xu ; Jia Zhang ; Jiang Bian ; Tie-Yan Liu ;,,,KDD 2019
dEFEND: Explainable Fake News Detection,Kai Shu ; Limeng Cui ; Suhang Wang ; Dongwon Lee ; Huan Liu ;,,,KDD 2019
DEMO-Net: Degree-specific Graph Neural Networks for Node and Graph Classification,Jun Wu ; Jingrui He ; Jiejun Xu ;,http://arxiv.org/pdf/1906.02319v1,,KDD 2019
Disambiguation Enabled Linear Discriminant Analysis for Partial Label Dimensionality Reduction,Jing-Han Wu ; Min-Ling Zhang ;,,,KDD 2019
Discovering Unexpected Local Nonlinear Interactions in Scientific Black-box Models,Michael Doron ; Idan Segev ; Dafna Shahaf ;,,,KDD 2019
Dual Averaging Method for Online Graph-structured Sparsity,Baojian Zhou ; Feng Chen ; Yiming Ying ;,http://arxiv.org/pdf/1905.10714v1,,KDD 2019
Dual Sequential Prediction Models Linking Sequential Recommendation and Information Dissemination,Qitian Wu ; Yirui Gao ; Xiaofeng Gao ; Paul Weng ; Guihai Chen ;,,,KDD 2019
Dynamic Modeling and Forecasting of Time-evolving Data Streams,Yasuko Matsubara ; Yasushi Sakurai ;,,,KDD 2019
Dynamical Origins of Distribution Functions,Chengxi Zang ; Peng Cui ; Wenwu Zhu ; Fei Wang ;,,,KDD 2019
Edit Similarity Joins Using Local Hash Minima,Haoyu Zhang ; Qin Zhang ;,,,KDD 2019
EdMot: An Edge Enhancement Approach for Motif-aware Community Detection,Peizhen Li ; Ling Huang ; Chang-Dong Wang ; Jianhuang Lai ;,,,KDD 2019
Effective and Efficient Reuse of Past Travel Behavior for Route Recommendation,Lisi Chen ; Shuo Shang ; Christian S. Jensen ; Bin Yao ; Zhiwei Zhang ; Ling Shao ;,,,KDD 2019
Effective and Efficient Sports Play Retrieval with Deep Representation Learning,Zheng Wang ; Cheng Long ; Gao Cong ; Ce Ju ;,,,KDD 2019
Efficient and Effective Express via Contextual Cooperative Reinforcement Learning,Yexin Li ; Yu Zheng ; Qiang Yang ;,,,KDD 2019
Efficient Global String Kernel with Random Features: Beyond Counting Substructures,Lingfei Wu ; Ian En-Hsu Yen ; Siyu Huo ; Liang Zhao ; Kun Xu ; Liang Ma ; Shouling Ji ; Charu Aggarwal ;,,,KDD 2019
Efficient Maximum Clique Computation over Large Sparse Graphs,Lijun Chang ;,,,KDD 2019
Empirical Entropy Approximation via Subsampling: Theory and Application,Chi Wang ; Bailu Ding ;,,,KDD 2019
Empowering A* Search Algorithms with Neural Networks for Personalized Route Recommendation,Jingyuan Wang ; Ning Wu ; Xin Zhao ; Fanzhang Peng ; Xin Lin ;,,,KDD 2019
End-to-end Modeling of High-order Relations in Knowledge Graph for Recommendation,Xiang Wang ; Xiangnan He ; Yixin Cao ; Meng Liu ; Tat-Seng Chua ;,,,KDD 2019
Enhancing Collaborative Filtering with Generative Augmentation,Qinyong Wang ; Hongzhi Yin ; Hao Wang ; Quoc Viet Hung Nguyen ; Zi Huang ; Lizhen Cui ;,,,KDD 2019
Enhancing Domain Word Embedding via Latent Semantic Imputation,Shibo Yao ; Dantong Yu ; Keli Xiao ;,http://arxiv.org/pdf/1905.08900v1,,KDD 2019
Environment Reconstruction with Hidden Confounders for Reinforcement Learning based Recommendation,Wenjie Shang ; Yang Yu ; Qingyang Li ; Zhiwei Qin ; Yiping Meng ; Jieping Ye ;,,,KDD 2019
EpiDeep: Exploiting Embeddings for Epidemic Forecasting,Bijaya Adhikari ; Xinfeng Xu ; Naren Ramakrishnan ; B. Aditya Prakash ;,,,KDD 2019
Estimating Graphlet Statistics via Lifting,Dmitry Shemetov ; James Sharpnack ; Kirill Paramonov ;,http://arxiv.org/pdf/1802.08736v1,,KDD 2019
Estimating Node Importance in Knowledge Graphs Using Graph Neural Networks,Namyong Park ; Andrey Kan ; Xin Luna Dong ; Tong Zhao ; Christos Faloutsos ;,http://arxiv.org/pdf/1905.08865v2,,KDD 2019
Estimating Personalized Preferences Through Meta-Learning for User Cold-Start Recommendation,Hoyeop Lee ; Jinbae Im ; Seongwon Jang ; Hyunsouk Cho ; Sehee Chung ;,,,KDD 2019
ET-Lasso: A New Efficient Tuning of Lasso-type Regularization for High-Dimensional Data,Songshan Yang ; Jiawei Wen ; Xiang Zhan ; Daniel Kifer ;,,,KDD 2019
Exact-K Recommendation via Maximal Clique Optimization,Yu Gong ; Yu Zhu ; Lu Duan ; Qingwen Liu ; Ziyu Guan ; Fei Sun ; Wenwu Ou ; Kenny Zhu ;,http://arxiv.org/pdf/1905.07089v1,,KDD 2019
Exploiting Cognitive Structure for Adaptive Learning,Qi Liu ; Shiwei Tong ; Chuanren Liu ; Hongke Zhao ; Enhong Chen ; Haiping Ma ; Shijin Wang ;,http://arxiv.org/pdf/1905.12470v1,,KDD 2019
Factorization Bandits for Online Influence Maximization,Qingyun Wu ; Zhige Li ; Huazheng Wang ; Wei Chen ; Hongning Wang ;,http://arxiv.org/pdf/1906.03737v1,,KDD 2019
Fast and Accurate Anomaly Detection in Dynamic Graphs with a Two-Pronged Approach,Minji Yoon ; Bryan Hooi ; Kijung Shin ; Christos Faloutsos ;,,,KDD 2019
Fates of Microscopic Social Ecosystems: Keep Alive or Dead?,Haoyang Li ; Peng Cui ; Chengxi Zang ; Tianyang Zhang ; Wenwu Zhu ; Yishi Lin ;,,,KDD 2019
Fighting Opinion Control in Social Networks via Link Recommendation,Victor Amelkin ; Ambuj Singh ;,,,KDD 2019
Figuring out the User in a Few Steps: Bayesian Multifidelity Active Search with Cokriging,Nikita Klyuchnikov ; Davide Mottin ; Georgia Koutrika ; Emmanuel Müller ; Panagiotis Karras ;,,,KDD 2019
Focused Context Balancing for Robust Offline Policy Evaluation,Hao Zou ; Kun Kuang ; Boqi Chen ; Peng Cui ; Peixuan Chen ;,,,KDD 2019
GCN-MF: Disease-Gene Association Identification By Graph Convolutional Networks and Matrix Factorzation,Peng Han ; Peng Yang ; Peilin Zhao ; Shuo Shang ; Yong Liu ; Jiayu Zhou ; Xin Gao ; Panos Kalnis ;,,,KDD 2019
Gradient-based Hierarchical Clustering using Continuous Representations of Trees in Hyperbolic Space,Nicholas Monath ; Manzil Zaheer ; Daniel Silva ; Andrew McCallum ; Amr Amhed ;,,,KDD 2019
Graph Convolutional Networks with EigenPooling,Yao Ma ; Suhang Wang ; Charu Aggarwal ; Jiliang Tang ;,http://arxiv.org/pdf/1904.13107v2,,KDD 2019
Graph Recurrent Networks with Attributed Random Walks,Xiao Huang ; Qingquan Song ; Yuening Li ; Xia Hu ;,,,KDD 2019
Graph Representation Learning via Hard and Channel-Wise Attention Networks,Hongyang Gao ; Shuiwang Ji ;,,,KDD 2019
Graph Transformation Policy Network for Chemical Reaction Prediction,Kien Do ; Truyen Tran ; Svetha Venkatesh ;,http://arxiv.org/pdf/1812.09441v1,,KDD 2019
Graph-based Semi-Supervised & Active Learning for Edge Flows,Junteng Jia ; Michael Schaub ; Santiago Segarra ; Austin Benson ;,http://arxiv.org/pdf/1905.07451v1,,KDD 2019
HATS: A Hierarchical Sequence-Attention Framework for Inductive Set-of-Sets Embeddings,Changping Meng ; Jiasen Yang ; Bruno Ribeiro ; Jennifer Neville ;,,,KDD 2019
HetGNN: Heterogeneous Graph Neural Network,Chuxu Zhang ; Dongjin Song ; Chao Huang ; Ananthram Swami ; Nitesh V. Chawla ;,,,KDD 2019
Hidden Markov Contour Tree: A Spatial Structured Model for Hydrological Applications,Zhe Jiang ; Arpan Man Sainju ;,,,KDD 2019
Hidden POI Ranking with Spatial Crowdsourcing,Yue Cui ; Liwei Deng ; Yan Zhao ; Vicent Zheng ; Bin Yao ; Kai Zheng ;,,,KDD 2019
Hierarchical Gating Networks for Sequential Recommendation,Chen Ma ; Peng Kang ; Xue Liu ;,,,KDD 2019
Hierarchical Multi-Task Word Embedding Learning for Medical Synonym Prediction,Hongliang Fei ; Shulong Tan ; Ping Li ;,,,KDD 2019
Hypothesis Generation From Text Based On Co-Evolution Of Biomedical Concepts,Kishlay Jha ; Guangxu Xun ; Yaqing Wang ; Aidong Zhang ;,,,KDD 2019
Identifiability of Cause and Effect using Regularized Regression,Alexander Marx ; Jilles Vreeken ;,,,KDD 2019
Improving the quality of explanations with local embedding perturbations,Yunzhe Jia ; James Bailey ; Kotagiri Ramamohanarao ; Christopher Leckie ; Michael E. Houle ;,,,KDD 2019
Incorporating Interpretability into Latent Factor Models via Fast Influence Analysis,Weiyu Cheng ; Yanyan Shen ; Linpeng Huang ; Yanmin Zhu ;,,,KDD 2019
Individualized Indicator for All: Stock-wise Technical Indicator Optimization with Stock Embedding,Zhige Li ; Derek Yang ; Li Zhao ; Jiang Bian ; Tao Qin ; Tie-Yan Liu ;,,,KDD 2019
Interpretable and Steerable Sequence Learning via Prototypes,Yao Ming ; Panpan Xu ; Huamin Qu ; Liu Ren ;,,,KDD 2019
"Interpretable Neural Network-based Classification of Limited, Noisy Brain Data",Yujun Yan ; Jiong Zhu ; Marlena Duda ; Eric Solarz ; Chandra Sripada ; Danai Koutra ;,,,KDD 2019
Interview Choice Reveals Your Preference on the Market:To Improve Job-Resume Matching through Profiling Memories,Rui Yan ; Ran Le ; Yang Song ; Tao Zhang ; Xiangliang Zhang ; Dongyan Zhao ;,,,KDD 2019
Investigating Cognitive Effects in Session-level Search User Satisfaction,Mengyang Liu ; Jiaxin Mao ; Yiqun Liu ; Min Zhang ; Shaoping Ma ;,,,KDD 2019
Is a Single Vector Enough? Exploring Node Polysemy for Network Embedding,Ninghao Liu ; Qiaoyu Tan ; Yuening Li ; Hongxia Yang ; Jingren Zhou ; Xia Hu ;,http://arxiv.org/pdf/1905.10668v1,,KDD 2019
Isolation Set-Kernel and Its Application to Multi-Instance Learning,Bi-Cun Xu ; Kai Ming Ting ; Zhi-Hua Zhou ;,,,KDD 2019
K-Multiple-Means: A Multiple-Means Clustering Method with Specified K Clusters,Feiping Nie ; Cheng-Long Wang ; Xuelong Li ;,,,KDD 2019
Knowledge Graph Convolutional Networks for Recommender Systems with Label Smoothness Regularization,Hongwei Wang ; Fuzheng Zhang ; Mengdi Zhang ; Jure Leskovec ; Miao Zhao ; Wenjie Li ; Zhongyuan Wang ;,,,KDD 2019
Latent Network Summarization,Di Jin ; Ryan Rossi ; Danai Koutra ; Eunyee Koh ; Sungchul Kim ; Anup Rao ;,,,KDD 2019
Learning Class-Conditional GANs with Active Sampling,Ming-Kun Xie ; Sheng-Jun Huang ;,,,KDD 2019
Learning Dynamic Context Graphs for Predicting Social Events,Songgaojun Deng ; Huzefa Rangwala ; Yue Ning ;,,,KDD 2019
Learning from Incomplete and Inaccurate Supervision,Zhen-Yu Zhang ; Peng Zhao ; Yuan Jiang ; Zhi-Hua Zhou ;,,,KDD 2019
Learning Interpretable Metric between Graphs: Convex Formulation and Computation with Graph Mining,Tomoki Yoshida ; Ichiro Takeuchi ; Masayuki Karasuyama ;,,,KDD 2019
Learning Network-to-Network Model for Content-rich Network Embedding,Zhicheng He ; Jie Liu ; Na Li ; Yalou Huang ;,,,KDD 2019
Link Prediction with Signed Latent Factors in Signed Social Networks,Pinghua Xu ; Wenbin Hu ; Jia Wu ; Bo Du ;,,,KDD 2019
Log2Intent: Towards Interpretable User Modeling via Recurrent Semantics Memory Unit,Zhiqiang Tao ; Sheng Li ; Zhaowen Wang ; Chen Fang ; Longqi Yang ; Handong Zhao ; Yun Fu ;,,,KDD 2019
MCNE: An End-to-End Framework for Learning Multiple Conditional Network Representations of Social Network,Hao Wang ; Tong Xu ; Qi Liu ; Defu Lian ; Enhong Chen ; Dongfang Du ; Han Wu ; Wen Su ;,http://arxiv.org/pdf/1905.11013v1,,KDD 2019
Mining Algorithm Roadmap in Scientific Publications,Hanwen Zha ; Wenhu Chen ; Keqian Li ; Xifeng Yan ;,,,KDD 2019
Modeling Dwell Time Engagement on Visual Multimedia,Hemank Lamba ; Neil Shah ;,,,KDD 2019
Modeling Extreme Events in Time Series Prediction,Daizong Ding ; Mi Zhang ; Xudong Pan ; Min Yang ; Xiangnan He ;,,,KDD 2019
Multi-Relational Classification via Bayesian Ranked Non-Linear Embeddings,"Ahmed Rashed ,  Institute of Computer Science, University of Hildesheim); Josif Grabocka ,  Institute of Computer Science, University of Hildesheim); Lars Schmidt-Thieme ,  Institute of Computer Science, University of Hildesheim);",,,KDD 2019
Multi-task Recurrent Neural Network and Higher-order Markov Random Fields for Stock Price   Prediction,Chang Li ; Dongjin Song ; Dacheng Tao ;,,,KDD 2019
Multiple Relational Attention Network for Multi-task Learning,Jiejie Zhao ; Bowen Du ; Leilei Sun ; Fuzhen Zhuang ; Weifeng Lv ; Hui Xiong ;,,,KDD 2019
Network Density of States,Kun Dong ; Austin Benson ; David Bindel ;,,,KDD 2019
NodeSketch: Highly-Efficient Graph Embeddings via Recursive Sketching,Dingqi Yang ; Paolo Rosso ; Bin Li ; Philippe Cudre-Mauroux ;,,,KDD 2019
OBOE: Collaborative Filtering for AutoML Model Selection,Chengrun Yang ; Yuji Akimoto ; Dae Won Kim ; Madeleine Udell ;,http://arxiv.org/pdf/1808.03233v2,,KDD 2019
Off-policy Learning for Multiple Loggers,Li He ; Long Xia ; Wei Zeng ; Zhi-Ming Ma ; Yihong Zhao ; Dawei Yin ;,,,KDD 2019
On Dynamic Network Models and Application to Causal Impact,Yu-Chia Chen ; Avleen S. Bijral ; Juan Lavista Ferres ;,,,KDD 2019
Optimizing Impression Counts for Outdoor Advertising,Yipeng Zhang ; Yuchen Li ; Zhifeng Bao ; Songsong Mo ; Ping Zhang ;,,,KDD 2019
Optimizing Peer Learning in Online Groups with Affinities,Mohammadreza Esfandiari ; Dong Wei ; Sihem Amer-Yahia ; Senjuti Basu Roy ;,,,KDD 2019
Origin-Destination Matrix Prediction via Graph Convolution: A New Perspective of Passenger Demand Modeling,Yuandong Wang ; Hongzhi Yin ; Hongxu Chen ; Tianyu Wo ; Jie Xu ; Kai Zheng ;,,,KDD 2019
Pairwise Comparisons with Flexible Time-Dynamics,Lucas Maystre ; Victor Kristof ; Matthias Grossglauser ;,http://arxiv.org/pdf/1903.07746v2,,KDD 2019
Paper Matching with Local Fairness Constraints,Ari Kobren ; Barna Saha ; Andrew McCallum ;,http://arxiv.org/pdf/1905.11924v1,,KDD 2019
PerDREP: Personalized Drug Eﬀectiveness Prediction from Longitudinal Observational Data,Sanjoy Dey ; Ping Zhang ; Daby Sow ; Kenney Ng ;,,,KDD 2019
Predicting Embedding Trajectories for Temporal Interaction Networks,Srijan Kumar ; Xikun Zhang ; Jure Leskovec ;,,,KDD 2019
Predicting Path Failure In Time-Evolving Graphs,Jia Li ; Zhichao Han ; Hong Cheng ; Jiao Su ; Pengyun Wang ; Jianfeng Zhang ; Lujia Pan ;,http://arxiv.org/pdf/1905.03994v2,,KDD 2019
PressLight: Learning Max Pressure Control for Signalized Intersections in Arterial Network,Hua Wei ; Chacha Chen ; Guanjie Zheng ; Kan Wu ; Vikash Gayah ; Kai Xu ; Zhenhui Jessie Li ;,,,KDD 2019
PrivPy: General and Scalable Privacy-Preserving Data Mining,Yi Li ; Wei Xu ;,,,KDD 2019
ProGAN: Network Embedding via Proximity Generative Adversarial Network,Hongchang Gao ; Jian Pei ; Heng Huang ;,,,KDD 2019
Quantifying Long Range Dependence in Language and User Behavior to improve RNNs,Francois Belletti ; Minmin Chen ; Ed Chi ;,http://arxiv.org/pdf/1905.09414v1,,KDD 2019
QuesNet: A Unified Representation for Heterogeneous Test Questions,Yu Yin ; Qi Liu ; Zhenya Huang ; Enhong Chen ; Wei Tong ; Shijin Wang ; Yu Su ;,http://arxiv.org/pdf/1905.10949v1,,KDD 2019
Regularized regression for hierarchical forecasting without unbiasdness conditions,Souhaib Ben Taieb ; Bonsoo Koo ;,,,KDD 2019
Relation Extraction via Domain-aware Transfer Learning,Shimin Di ; Yanyan Shen ; Lei Chen ;,,,KDD 2019
Representation Learning for Attributed Multiplex Heterogeneous Network,Yukuo Cen ; Xu Zou ; Jianwei Zhang ; Hongxia Yang ; Jingren Zhou ; Jie Tang ;,http://arxiv.org/pdf/1905.01669v2,,KDD 2019
Retaining Privileged Information for Multi-Task Learning,Fengyi Tang ; Cao Xiao ; Fei Wang ; Jiayu Zhou ; Li-Wei Lehman ;,,,KDD 2019
Revisiting kd-tree for Nearest Neighbor Search,Parikshit Ram ; Kaushik Sinha ;,,,KDD 2019
Riker: Mining Rich Keyword Representations for Interpretable Product Question Answering,Jie Zhao ; Ziyu Guan ; Huan Sun ;,,,KDD 2019
Robust Graph Convolutional Networks Against Adversarial Attacks,Dingyuan Zhu ; Ziwei Zhang ; Peng Cui ; Wenwu Zhu ;,,,KDD 2019
Robust Task Grouping with Representative Tasks for Clustered Multi-Task Learning,Yaqiang Yao ; Jie Cao ; Huanhuan Chen ;,,,KDD 2019
Scalable Global Alignment Graph Kernel Using Random Features: From Node Embedding to Graph Embedding,Lingfei Wu ; Ian En-Hsu Yen ; Zhen Zhang ; Kun Xu ; Liang Zhao ; Xi Peng ; Yinglong Xia ; Charu Aggarwal ;,,,KDD 2019
Scalable Graph Embeddings via Sparse Transpose Proximities,Yuan Yin ; Zhewei Wei ;,http://arxiv.org/pdf/1905.07245v1,,KDD 2019
Scalable Hierarchical Clustering via Tree Grafting,Nicholas Monath ; Ari Kobren ; Akshay Krishnamurthy ; Michael Glass ; Andrew Mccallum ;,,,KDD 2019
Scaling Multi-Armed Bandit Algorithms,Edouard Fouché ; Junpei Komiyama ; Klemens Böhm ;,,,KDD 2019
Scaling Multinomial Logistic Regression via Hybrid Parallelism,Parameswaran Raman ; Sriram Srinivasan ; Shin Matsushima ; Xinhua Zhang ; Hyokun Yun ; Vishwanathan S.V.N. ;,,,KDD 2019
Separated Trust Regions Policy Optimization Method,Luobao Zou ; Zhiwei Zhuang ; Yin Cheng ; Xuechun Wang ; Weidong Zhang ;,,,KDD 2019
Sequential Anomaly Detection using Inverse Reinforcement Learning,Min-Hwan Oh ; Garud Iyengar ;,,,KDD 2019
Sets2Sets: Learning from Sequential Sets with Neural Networks,Haoji Hu ; Xiangnan He ;,,,KDD 2019
Sherlock: A Deep Learning Approach to Semantic Data Type Detection,Madelon Hulsebos ; Kevin Hu ; Michiel Bakker ; Emanuel Zgraggen ; Arvind Satyanarayan ; Tim Kraska ; Çağatay Demiralp ; César Hidalgo ;,http://arxiv.org/pdf/1905.10688v1,,KDD 2019
Significance of Patterns in Data Visualisations,Rafael Savvides ; Andreas Henelius ; Emilia Oikarinen ; Kai Puolamäki ;,,,KDD 2019
Social Recommendation with Optimal Limited Attention,Xin Wang ; Wenwu Zhu ; Chenghao Liu ;,,,KDD 2019
SPuManTE: Significant Pattern Mining with Unconditional Testing,Leonardo Pellegrina ; Matteo Riondato ; Fabio Vandin ;,,,KDD 2019
Stability and Generalization of Graph Convolutional Neural Networks,Saurabh Verma ; Zhi-Li Zhang ;,http://arxiv.org/pdf/1905.01004v2,,KDD 2019
State-Sharing Sparse Hidden Markov Models for Personalized Sequences,Hongzhi Shi ; Chao Zhang ; Quanming Yao ; Yong Li ; Funing Sun ; Depeng Jin ;,,,KDD 2019
Streaming Adaptation of Deep Forecasting Models using Adaptive Recurrent Units,Prathamesh Deshpande ; Sunita Sarawagi ;,http://arxiv.org/pdf/1906.09926v1,,KDD 2019
Streaming Session-based Recommendation,Lei Guo ; Hongzhi Yin ; Qinyong Wang ; Tong Chen ; Alexander Zhou ; Nguyen Quoc Viet Hung ;,,,KDD 2019
SurfCon: Synonym Discovery on Privacy-Aware Clinical Data,Zhen Wang ; Xiang Yue ; Soheil Moosavinasab ; Yungui Huang ; Simon Lin ; Huan Sun ;,http://arxiv.org/pdf/1906.09285v1,,KDD 2019
Tackle Balancing Constraint for Incremental Semi-Supervised Support Vector Learning,Shuyang Yu ; Bin Gu ; Kunpeng Ning ; Haiyan Chen ; Jian Pei ; Heng Huang ;,,,KDD 2019
Task-Adversarial Co-Generative Nets,Pei Yang ; Qi Tan ; Hanghang Tong ; Jingrui He ;,,,KDD 2019
Tensorized Determinantal Point Processes for Recommendation,Romain Warlop ; Jérémie Mary ; Mike Gartrell ;,,,KDD 2019
Testing Dynamic Incentive Compatibility in Display Ad Auctions,Yuan Deng ; Sébastien Lahaie ;,,,KDD 2019
The Impact of Person-Organization Fit on Talent Management: A Structure-Aware Convolutional Neural Network Approach,Ying Sun ; Fuzhen Zhuang ; Hengshu Zhu ; Xin Song ; Qing He ; Hui Xiong ;,,,KDD 2019
The Role of “Condition”: A Novel Scientific Knowledge Graph Representation and Construction Model,Tianwen Jiang ; Tong Zhao ; Bing Qin ; Ting Liu ; Nitesh Chawla ; Meng Jiang ;,,,KDD 2019
Three-Dimensional Stable Matching Problem for Spatial Crowdsourcing Platforms,Boyang Li ; Yurong Cheng ; Ye Yuan ; Guoren Wang ; Lei Chen ;,,,KDD 2019
