title,authors,pdf_link,code_url,conference_name
Semi-Supervised Generative Adversarial Network for Gene Expression Inference,Kamran Ghasedi ; Xiaoqian Wang ; Heng Huang,,,KDD 2018
HiExpan: Task-Guided Taxonomy Construction by Hierarchical Tree Expansion,Jiaming Shen ; Zeqiu Wu ; Dongming Lei ; Chao Zhang ; Xiang Ren ; Michelle T. Vanni ; Brain M. Sadler ; Jiawei Han,,,KDD 2018
Prediction-time Efficient Classification Using Feature Computational Dependencies,Liang Zhao ; Amir Alipour-Fanid ; Martin Slawski ; Kai Zeng,,,KDD 2018
Approximating the Spectrum of a Graph,David Cohen-Steiner ; Weihao Kong ; Christian Sohler ; Gregory Valiant,,,KDD 2018
When Sentiment Analysis Meets Social Network: A Holistic User Behavior Modeling in Opinionated Data,Lin Gong ; Hongning Wang,,,KDD 2018
Latent variable time-varying network inference,Federico Tomasi ; Veronica Tozzo ; Saverio Salzo ; Alessandro Verri,,,KDD 2018
Stablizing Reinforcement Learning in Dynamic Environment with Application to Online Recommendation,Shi-Yong Chen ; Yang Yu ; Qing Da ; Jun Tan ; Hai-Kuan Huang ; Hai-Hong Tang,,,KDD 2018
I Know You’ll Be Back: Interpretable New User Clustering and Churn Prediction on a Mobile Social App,Carl Yang ; Xiaolin Shi ; Jie Luo ; Jiawei Han,,,KDD 2018
PrePeP – A Tool for the Identification and Characterization of Pan Assay Interference Compounds,Maksim Koptelov ; Albrecht Zimmermann ; Pascal Bonnet ; Ronan Bureau ; Bruno Crémilleux,,,KDD 2018
Large-Scale Order Dispatch in On-Demand Ride-Sharing Platforms: A Learning and Planning Approach,Zhe Xu ; Zhixin Li ; Qingwen Guan ; Dingshui Zhang ; Qiang Li ; Junxiao Nan ; Chunyang Liu ; Wei Bian ; Jieping Ye,,,KDD 2018
WattHome: Identifying Energy-Inefficient Homes at City-scale,Srinivasan Iyengar ; Stephen Lee ; David Irwin ; Prashant Shenoy ; Benjamin Weil,,,KDD 2018
Perceive Your Users in Depth: Learning Universal User Representations from Multiple E-commerce Tasks,Yabo Ni ; Dan Ou ; Shichen Liu ; Xiang Li ; Wenwu Ou ; Anxiang Zeng ; Luo Si,,,KDD 2018
E-tail product return prediction via hypergraph-based local graph cut,Jianbo Li ; Jingrui He ; Yada Zhu,,,KDD 2018
Customized Regression Model for Airbnb Dynamic Pricing,Peng Ye ; Julian Qian ; Jieying Chen ; Chen-Hung Wu ; Yitong Zhou ; Spencer De Mars ; Frank Yang ; Li Zhang,,,KDD 2018
TATC: Predicting Alzheimer’s Disease with Actigraphy Data,Jia Li ; Yu Rong ; Helen Meng ; Zhihui Lu ; Timothy Kwok ; Hong Cheng,,,KDD 2018
Automatic Discovery of Tactics in Spatio-Temporal Soccer Match Data,Tom Decroos ; Jan Van Haaren ; Jesse Davis,,,KDD 2018
Corpus Conversion Service: A machine learning platform to ingest documents at scale.,Peter W J Staar ; Michele Dolfi ; Christoph Auer ; Costas Bekas,,,KDD 2018
Using Machine Learning to Assess the Risk of and Prevent Water Main Breaks,Avishek Kumar ; Syed Ali Asad Rizvi ; Benjamin Brooks ; Ali Vanderveld ; Kevin Hayes Wilson ; Chad Kenney ; Adria Finch ; Andrew Maxwell ; Sam Edelstein ; Joe Zuckerbraun ; Rayid Ghani,,,KDD 2018
Using Rule-Based Labels for Weak Supervised Learning: A ChemNet for Transferable Chemical Property P,Garrett Goh ; Charles Siegel ; Abhinav Vishnu ; Nathan Hodas,,,KDD 2018
OpenTag: Open Attribute Value Extraction from Product Profiles,Guineng Zheng ; Subhabrata Mukherjee ; Xin Luna Dong ; Feifei Li,,,KDD 2018
Detecting Spacecraft Anomalies Using LSTMs and Nonparametric Dynamic Thresholding,Kyle Hundman ; Valentino Constantinou ; Christopher Laporte ; Ian Colwell ; Tom Soderstrom,,,KDD 2018
Online Parameter Selection for Web-based Ranking Problems,Deepak Agarwal ; Kinjal Basu ; Souvik Ghosh ; Ying Xuan ; Yang Yang ; Liang Zhang,,,KDD 2018
Rare Query Expansion Through Generative Adversarial Networks in Search Advertising,Mu-Chu Lee ; Bin Gao ; Ruofei Zhang,,,KDD 2018
Learning and Transferring IDs Representation in E-commerce,Kui Zhao ; Yuechuan Li ; Zhaoqian Shuai ; Cheng Yang,,,KDD 2018
Collaborative Deep Metric Learning for Video Understanding,Joonseok Lee ; Sami Abu-El-Haija ; Balakrishnan Varadarajan ; Paul Natsev,,,KDD 2018
"Name Disambiguation in AMiner: Clustering, Maintenance, and Human in the Loop",Yutao Zhang ; Fanjin Zhang ; Peiran Yao ; Jie Tang,,,KDD 2018
False Discovery Rate Controlled Heterogeneous Treatment Effect Detection for Online Controlled Exper,Yuxiang Xie ; Nanyu Chen ; Xiaolin Shi,,,KDD 2018
Rosetta: Large scale system for text detection and recognition in images,Fedor Borisyuk ; Albert Gordo ; Viswanath Sivakumar,,,KDD 2018
Estimating Glaucomatous Visual Sensitivity from Retinal Thickness by Using Pattern-Based Regularizat,Hiroki Sugiura ; Taichi Kiwaki ; Siamak Yousefi ; Hiroshi Murata ; Ryo Asaoka ; Kenji Yamanishi,,,KDD 2018
Explaining Aviation Safety Incidents Using Deep Temporal Multiple Instance Learning,Vijay Manikandan Janakiraman,,,KDD 2018
Towards station-level demand prediction for effective rebalancing in bike-sharing systems,Pierre Hulot ; Daniel Aloise ; Sanjay Jena,,,KDD 2018
Du-Parking: Spatio-Temporal Big Data Tells You Realtime Parking Availability,Yuecheng Rong ; Zhimian Xu ; Ruibo Yan ; Xu Ma,,,KDD 2018
Near real-time optimization of activity-based notifications,Yan Gao ; Viral Gupta ; Jinyun Yan ; Changji Shi ; Zhongen Tao ; Pj Xiao ; Curtis Wang ; Shipeng Yu ; Romer Rosales ; Ajith Muralidharan ; Shaunak Chatterjee,,,KDD 2018
Accelerating Prototype-Based Drug Discovery using Conditional Diversity Networks,Shahar Harel ; Kira Radinsky,,,KDD 2018
Releasing eHealth Analytics into the Wild: Lessons Learnt from the SPHERE Project,Tom Diethe ; Mike Holmes ; Meelis Kull ; Miquel Perello Nieto ; Kacper Sokol ; Hao Song ; Emma Tonkin ; Niall Twomey ; Peter Flach,,,KDD 2018
Real-time Personalization using Embeddings for Search Ranking at Airbnb,Mihajlo Grbovic ; Haibin Cheng,,,KDD 2018
Detecting Illegal Vehicle Parking Events using Sharing Bikes’ Trajectories,Tianfu He ; Jie Bao ; Ruiyuan Li ; Sijie Ruan ; Yanhua Li ); Chao Tian ; Yu Zheng,,,KDD 2018
Graph Convolutional Neural Networks for Web-Scale Recommender Systems,Rex Ying ; Ruining He ; Kaifeng Chen ; Pong Eksombatchai ; William L. Hamilton ; Jure Leskovec,,,KDD 2018
Audience Size Forecasting: Fast and Smart Budget Planning for Media Buyers,Yeming Shi ; Claudia Perlich ; Rod Hook,,,KDD 2018
Q&R: A Two-Stage Approach Toward Interactive Recommendation,Konstantina Christakopoulou ; Alex Beutel ; Rui Li ; Sagar Jain ; Ed H. Chi,,,KDD 2018
"ActiveRemediation: The Search for Lead Pipes in Flint, Michigan",Jacob Abernethy ; Alex Chojnacki ; Arya Farahi ; Eric Schwartz ; Jared Webb,,,KDD 2018
Winner’s Curse: Bias Estimation for Total Effects of Features in Online Controlled Experiments,Minyong Lee ; Milan Shen,,,KDD 2018
Detection of Apathy in Alzheimer Patients by Analysing Visual Scanning Behaviour with RNNs,Jonathan Chung ; Sarah A. Chau ; Nathan Herrmann ; Krista L. Lanctôt ; Moshe Eizenman,,,KDD 2018
A Dynamic Pipeline for Spatio-Temporal Fire Risk Prediction,Bhavkaran Singh Walia ; Qianyi Hu ; Jeffrey Chen ; Fangyan Chen ; Jessica Lee ; Nathan Kuo ; Palak Narang ; Jason Batts ; Geoffrey Arnold ; Michael Madaio,,,KDD 2018
Optimization of a SSP’s Header Bidding Strategy using Thompson Sampling,"Grégoire Jauvion , Nicolas Grislain , Pascal Dkengne Sielenou , Aurélien Garivier , and Sébastien Gerchinovitz",,,KDD 2018
Applying the Delta method in metric analytics: A practical guide with novel ideas,Alex Deng ; Ulf Knoblich ; Jiannan Lu,,,KDD 2018
Where Will Dockless Shared Bikes be Stacked?—- Parking Hotspots Detection in a New City,Zhaoyang Liu ; Yanyan Shen ; Yanmin Zhu,,,KDD 2018
Visual Search at Alibaba,Yanhao Zhang ; Pan Pan ; Yun Zheng ; Kang Zhao ; Yingya Zhang ; Xiaofeng Ren ; Rong Jin,,,KDD 2018
Deep Distributed Fusion Network for Air Quality Prediction,Xiuwen Yi ; Junbo Zhang ; Zhaoyuan Wang ; Tianrui Li ; Yu Zheng,,,KDD 2018
Deep Interest Network for Click-Through Rate Prediction,Guorui Zhou ; Xiaoqiang Zhu ; Chengru Song ; Kun Gai ; Ying Fan ; Han Zhu ; Xiao Ma ; Yanghui Yan ; Junqi Jin ; Han Li,,,KDD 2018
Learning Tree-based Deep Model for Recommender Systems,Han Zhu ; Xiang Li ; Pengye Zhang ; Guozheng Li ; Jie He ; Han Li ; Kun Gai,,,KDD 2018
An Extensible Event Extraction System With Cross-Media Event Resolution,Fabio Petroni ; Natraj Raman ; Timothy Nugent ; Armineh Nourbakhsh ; Zarko Panic ; Sameena Shah ; Jochen L. Leidner,,,KDD 2018
Dynamic Pricing under Competition on Online Marketplaces: A Data-Driven Approach,Rainer Schlosser ; Martin Boissier,,,KDD 2018
PittGrub: A Frustration-Free System to Reduce Food Waste by Notifying Hungry College Students,Mark Silvis ; Anthony Sicilia ; Alexandros Labrinidis,,,KDD 2018
Autotune: A Derivative-free Optimization Framework for Hyperparameter Tuning,Patrick Koch ; Oleg Golovidov ; Steven Gardner ; Brett Wujek ; Joshua Griffin ; Yan Xu,,,KDD 2018
Improving Box Office Result Predictions for Movies Using Consumer-Centric Models,"Rui Paulo Ruhrländer, Martin Boissier, Matthias Uflacker",,,KDD 2018
State space models for forecasting water quality variables: An application in aquaculture prawn farm,Joel Dabrowski ; Ashfaqur Rahman ; Andrew George ; Stuart Arnold ; John McCulloch,,,KDD 2018
Lessons Learned from Developing and Deploying a Large-Scale Employer Name Normalization System for O,Qiaoling Liu ; Josh Chao ; Thomas Mahoney ; Chris Min ; Faizan Javed ; Alan Chern ; Valentin Jijkoun,,,KDD 2018
Web-Scale Responsive Visual Search at Bing,Houdong Hu ; Yan Wang ; Linjun Yang ; Pavel Komlev ; Li Huang ; Xi Stephen Chen ; Jiapei Huang ; Ye Wu ; Meenaz Merchant ; Arun Sacheti,,,KDD 2018
Distributed Collaborative Hashing and Its Applications in Ant Financial,Chaochao Chen ; Ziqi Liu ; Peilin Zhao ; Longfei Li ; Jun Zhou ; Xiaolong Li,,,KDD 2018
"Reinforcement Learning to Rank in E-Commerce Search Engine: Formalization, Analysis, and Application",Yujing Hu ; Qing Da ; Anxiang Zeng ; Yang Yu ; Yinghui Xu,,,KDD 2018
Next-Step Suggestions for Modern Interactive Data Analysis Platforms,Amit Somech ; Tova Milo,,,KDD 2018
COTA: Improving the Speed and Accuracy of Customer Support through Ranking and Deep Networks,Piero Molino ; Huaixiu Zheng ; Yi-Chia Wang,,,KDD 2018
Device Graphing by Example,Keith Funkhouser ; Matthew Malloy ; Enis Ceyhun Alp ; Phillip Poon ; Paul Barford,,,KDD 2018
Multimodal Sentiment Analysis To Explore the Structure of Emotions,Anthony Hu ; Seth Flaxman,,,KDD 2018
SDREGION: fast spotting of changing communities in biological networks,Serene W.H. Wong ; Chiara Pastrello ; Max Kotlyar ; Christos Faloutsos ; Igor Jurisica,,,KDD 2018
RapidScorer: Fast Tree Ensemble Evaluation by Maximizing Compactness in Data Level Parallelization,Ting Ye ; Hucheng Zhou ; Will Zou ; Bin Gao ; Ruofei Zhang,,,KDD 2018
A real-time framework for detecting efficiency regressions in a globally distributed codebase,Martin Valdez-Vivas ; Caner Gocmen ; Andrii Korotkov ; Ethan Fang ; Kapil Goenka ; Sherry Chen,,,KDD 2018
Gotcha - Sly Malware! Scorpion: A Metagraph2vec Based Malware Detection System,Yujie Fan ; Shifu Hou ; Yiming Zhang ; Yanfang Ye ; Melih Abdulhayoglu,,,KDD 2018
Career Transitions and Trajectories: A Case Study in Computing,Tara Safavi ; Maryam Davoodi ; Danai Koutra,,,KDD 2018
Fatigue Prediction in Outdoor Runners Via Machine Learning and Sensor Fusion,"Tim Op De Beéck, Wannes Meert, Kurt Schütte, Benedicte Vanwanseele, Jesse Davis",,,KDD 2018
Inferring Metapopulation Propagation Network for Intra-city Epidemic Control and Prevention,Jingyuan Wang ; Xiaojian Wang ; Junjie Wu,,,KDD 2018
"BigIN4: Instant, Interactive Insight Identification for Multi-Dimensional Big Data",Qingwei Lin ; Weichen Ke ; Jian-Guang Lou ; Hongyu Zhang ; Kaixin Sui ; Yong Xu ; Ziyi Zhou ; Bo Qiao ; Dongmei Zhang,,,KDD 2018
Managing Computer-Assisted Detection System Based on Transfer Learning with Negative Transfer Inhibi,Issei Sato ; Yukihiro Nomura ; Shouhei Hanaoka ; Soichiro Miki ; Naoto Hayashi ; Osamu Abe ; Yoshitaka Masutani,,,KDD 2018
Billion-scale Commodity Embedding for E-commerce Recommendation in Alibaba,Jizhe Wang ; Pipei Huang ; Huan Zhao ; Zhibo Zhang ; Binqiang Zhao ; Dik Lun Lee,,,KDD 2018
Multi-Task Learning with Neural Networks for Voice Query Understanding on an Entertainment Platform,Jinfeng Rao ; Ferhan Ture ; Jimmy Lin,,,KDD 2018
A Data-Driven Three-Layer Algorithm for Split Delivery Vehicle Routing Problem with 3D Container Loa,Xijun Li ; Mingxuan Yuan ; Di Chen ; Jianguo Yao ; Jia Zeng,,,KDD 2018
Predicting Estimated Time of Arrival for Commercial Flights,Samet Ayhan ; Pablo Costas ; Hanan Samet,,,KDD 2018
"SQR: Balancing Speed, Quality and Risk in Online Experiments",Ya Xu ; Weitao Duan ; Shaochen Huang,,,KDD 2018
Optimal Allocation of Real-Time-Bidding And Direct Campaigns,Gre?goire Jauvion ; Nicolas Grislain,,,KDD 2018
Tax fraud detection for under-reporting declarations using an unsupervised machine learning approach,Daniel de Roux ; Boris P,,,KDD 2018
Dynamic Recommendations for Sequential Hiring Decisions in Online Labor Markets,Marios Kokkodis,,,KDD 2018
Assessing Candidate Preference through Web Browsing History,Giovanni Comarela (Universidade Federal de Vi,,,KDD 2018
Recommendations with Negative Feedback via Pairwise Deep Reinforcement Learning,Xiangyu Zhao ; Liang Zhang ; Zhuoye Ding ; Long Xia ; Jiliang Tang ; Dawei Yin,,,KDD 2018
Product characterisation towards personalisation: Learning attributes from unstructured data to reco,Angelo Cardoso ; Fabio Daolio ; Sa,,,KDD 2018
A Scalable Solution for Rule-Based Part-of-Speech Tagging on Novel Hardware Accelerators,Elaheh Sadredini ; Deyuan Guo ; Chunkun Bo ; Reza Rahimi ; Hongning Wang ; Kevin Skadron,,,KDD 2018
Buy It Again: Modeling Repeat Purchase Recommendations,Rahul Bhagat ; Srevatsan Muralidharan ; Alex Lobzhanidze ; Shankar Vishwanath,,,KDD 2018
Adaptive Paywall Mechanism for Digital News Media,Heidar Davoudi ; Aijun An ; Morteza Zihayat ; Gordon Edall,,,KDD 2018
Deep Sequence Learning with Auxiliary Information for Traffic Prediction,Binbing Liao ; Jingqing Zhang ; Chao Wu ; Douglas McIlwraith ; Tong Chen ; Shengwen Yang ; Yike Guo ; Fei Wu,,,KDD 2018
Scalable Query N-Gram Embedding for Improving Matching and Relevance in Sponsored Search,Xiao Bai ; Erik Ordentlich ; Yuanyuan Zhang ; Andy Feng ; Adwait Ratnaparkhi ; Reena Somvanshi ; Aldi Tjahjadi,,,KDD 2018
Scalable Optimization for Embedding Highly-Dynamic and Recency-Sensitive Data,Xumin Chen ; Peng Cui ; Shiqiang Yang,,,KDD 2018
Pangloss: Fast Entity Linking in Noisy Text Environments,Michael Conover ; Scott Blackburn ; Matthew Hayes ; Pete Skomoroch ; Sam Shah,,,KDD 2018
Learning to Estimate the Travel Time,Zheng Wang ; Kun Fu ; Jieping Ye,,,KDD 2018
Anatomy of a Privacy-Safe Large-Scale Information Extraction System Over Email,Ying Sheng ; Sandeep Tata ; James B. Wendt ; Jing Xie ; Qi Zhao ; Marc Najork,,,KDD 2018
Exploring Student Check-In Behavior for Improved Point-of-Interest Prediction,Mengyue Hang ; Ian Pytlarz ; Jennifer Neville,,,KDD 2018
EANN: Event Adversarial Neural Networks for Multi-Modal Fake News Detection,Yaqing Wang ; Fenglong Ma ; Zhiwei Jin ; Ye Yuan ; Guangxu Xun ; Kishlay Jha ; Lu Su ; Jing Gao,,,KDD 2018
Interpretable Representation Learning for Healthcare via Capturing Disease Progression through Time,Tian Bai ; Shanshan Zhang ; Brian Egleston ; Slobodan Vucetic,,,KDD 2018
Notification Volume Control and Optimization System at Pinterest,Bo Zhao ; Koichiro Narita ; Burkay Orten ; John Egan,,,KDD 2018
Deep Learning for Practical Image Recognition: Case Study on Kaggle Competitions,Xulei Yang ; Zeng Zeng ; Sin Teo ; Li Wang ; Vijay Chandrasekhar ; Steven Hoi,,,KDD 2018
Identify Susceptible Locations in Medical Records via Adversarial Attacks on Deep Predictive Models,Mengying Sun ; Fengyi Tang ; Jinfeng Yi ; Fei Wang ; Jiayu Zhou,,,KDD 2018
"Shield: Fast, Practical Defense and Vaccination for Deep Learning using JPEG Compression",Nilaksh Das ; Madhuri Shanbhogue ; Shang-Tse Chen ; Fred Hohman ; Siwei Li ; Li Chen ; Michael E. Kounavis ; Duen Horng Chau,,,KDD 2018
Deploying Machine Learning Models for Public Policy: A Framework,Klaus Ackermann ; Joe Walsh ; Adolfo De Una?nue ; Hareem Naveed ; Andrea Navarrete Rivera ; Sun-Joo Lee ; Jason Bennett ; Michael Defoe ; Crystal Cody ; Lauren Haynes ; Rayid Ghani,,,KDD 2018
Detection of Paroxysmal Atrial Fibrillation using Attention based Bidirectional Recurrent Neural Net,Supreeth Prajwal Shashikumar ; Amit Shah ; Gari Clifford ; Shamim Nemati,,,KDD 2018
Active Deep Learning To Tune Down the Noise in Labels,Karan Samel ; Xu Miao,,,KDD 2018
Resolving Abstract Anaphora in Conversational Assistants using a Hierarchically-stacked RNN,Prerna Khurana ; Puneet Agarwal ; Gautam Shroff ; Lovekesh Vig,https://www.kdd.org/kdd2018/accepted-papers/view/resolving-pdftract-anaphora-in-conversational-assistants-using-a-hierarchic,,KDD 2018
Mobile access record resolution on large-scale identifier-linkage graphs,Shen Xin ; Weizhao Xian ; Martin Ester ; Hongxia Yang ; Zhongyao Wang ; Jiajun Bu ; Can Wang,,,KDD 2018
Towards Knowledge Discovery from the Vatican Secret Archives. In Codice Ratio,Donatella Firmani ; Marco Maiorino ; Paolo Merialdo (Universit,,,KDD 2018
Deep Reinforcement Learning for Sponsored Search Real-time Bidding,Jun Zhao ; Guang Qiu ; Ziyu Guan ; Wei Zhao ; Xiaofei He,,,KDD 2018
How LinkedIn Economic Graph Bonds Information and Product: Applications in LinkedIn Salary,Xi Chen ; Yiqun Liu ; Liang Zhang ; Krishnaram Kenthapadi,,,KDD 2018
Hetero-ConvLSTM: A Deep Learning Approach to Traffic Accident Prediction on Heterogeneous Spatio-Tem,Zhuoning Yuan ; Xun Zhou ; Tianbao Yang,,,KDD 2018
Automated Audience Segmentation Using Reputation Signals,"Maria Daltayanni , Ali Dasdan , Luca de Alfaro",,,KDD 2018
Infrastructure Quality Assessment in Africa using Satellite Imagery and Deep Learning,Barak Oshri ; Annie Hu ; Peter Adelson ; Xiao Chen ; Pascaline Dupas ; Jeremy Weinstein ; Marshall Burke ; David Lobell ; Stefano Ermon,,,KDD 2018
NGUARD: A Game Bot Detection Framework for NetEase MMORPGs,Jianrong Tao ; Jiarong Xu ; Linxia Gong ; Yifu Li ; Changjie Fan ; Zhou Zhao,,,KDD 2018
Rotation-Blended CNNs on a New Open Dataset for Tropical Cyclone Image-to-intensity Regression,Boyo Chen ; Buofu Chen ; Hsuan-Tien Lin,,,KDD 2018
Accelerating Large-Scale Data Analysis by Offloading to High-Performance Computing Libraries using A,Alex Gittens ; Kai Rothauge ; Shusen Wang ; Michael Mahoney ; Lisa Gerhardt ; Prabhat ; Jey Kottalam ; Michael Ringenburg ; Kristyn Maschhoff,,,KDD 2018
MIX: Multi-Channel Information Crossing for Text Matching,Haolan Chen ; Fred X. Han ; Di Niu ; Dong Liu ; Kunfeng Lai ; Chenglin Wu ; Yu Xu,,,KDD 2018
Discovering latent patterns of urban cultural interactions in WeChat for modern city planning,Xiao Zhou ; Anastasios Noulas ; Cecilia Mascolo ; Zhongxiang Zhao,,,KDD 2018
Learning Tasks for Multitask Learning: Heterogenous Patient Populations in the ICU,Harini Suresh ; Jen Gong ; John Guttag,,,KDD 2018
StepDeep: A Novel Spatial-temporal Mobility Event Prediction Framework based on Deep Neural Network,Bilong Shen ; Xiaodan Liang ; Yufeng Ouyang ; Miaofeng Liu ; Weimin Zheng ; Kathleen Carley,,,KDD 2018
