Category,Model Name,Downloads,Link
Text Generation,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Text Generation,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Text Generation,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Text Generation,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Text Generation,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Text Generation,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Text Generation,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Text Generation,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Text Generation,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Text2Text Generation,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Text2Text Generation,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Text2Text Generation,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Text2Text Generation,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Text2Text Generation,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Text2Text Generation,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Text2Text Generation,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Text2Text Generation,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Text2Text Generation,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Text2Text Generation,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Fill-Mask,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Fill-Mask,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Fill-Mask,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Fill-Mask,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Fill-Mask,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Fill-Mask,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Fill-Mask,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Fill-Mask,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Fill-Mask,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Fill-Mask,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Sentence Similarity,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Sentence Similarity,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Sentence Similarity,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Sentence Similarity,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Sentence Similarity,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Sentence Similarity,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Sentence Similarity,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Sentence Similarity,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Sentence Similarity,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Sentence Similarity,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Text-to-Speech,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Text-to-Speech,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Text-to-Speech,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Text-to-Speech,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Text-to-Speech,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Text-to-Speech,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Text-to-Speech,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Text-to-Speech,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Text-to-Speech,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Text-to-Speech,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Text-to-Audio,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Text-to-Audio,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Text-to-Audio,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Text-to-Audio,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Text-to-Audio,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Text-to-Audio,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Text-to-Audio,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Text-to-Audio,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Text-to-Audio,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Text-to-Audio,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Automatic Speech Recognition,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Automatic Speech Recognition,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Automatic Speech Recognition,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Automatic Speech Recognition,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Automatic Speech Recognition,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Automatic Speech Recognition,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Automatic Speech Recognition,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Automatic Speech Recognition,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Automatic Speech Recognition,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Automatic Speech Recognition,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Audio-to-Audio,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Audio-to-Audio,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Audio-to-Audio,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Audio-to-Audio,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Audio-to-Audio,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Audio-to-Audio,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Audio-to-Audio,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Audio-to-Audio,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Audio-to-Audio,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Audio-to-Audio,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Audio Classification,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Audio Classification,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Audio Classification,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Audio Classification,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Audio Classification,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Audio Classification,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Audio Classification,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Audio Classification,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Audio Classification,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Audio Classification,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Voice Activity Detection,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Voice Activity Detection,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Voice Activity Detection,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Voice Activity Detection,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Voice Activity Detection,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Voice Activity Detection,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Voice Activity Detection,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Voice Activity Detection,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Voice Activity Detection,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Voice Activity Detection,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Tabular Classification,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Tabular Classification,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Tabular Classification,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Tabular Classification,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Tabular Classification,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Tabular Classification,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Tabular Classification,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Tabular Classification,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Tabular Classification,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Tabular Classification,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Tabular Regression,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Tabular Regression,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Tabular Regression,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Tabular Regression,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Tabular Regression,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Tabular Regression,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Tabular Regression,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Tabular Regression,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Tabular Regression,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Tabular Regression,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Time Series Forecasting,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Time Series Forecasting,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Time Series Forecasting,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Time Series Forecasting,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Time Series Forecasting,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Time Series Forecasting,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Time Series Forecasting,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Time Series Forecasting,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Time Series Forecasting,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Time Series Forecasting,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Reinforcement Learning,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Reinforcement Learning,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Reinforcement Learning,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Reinforcement Learning,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Reinforcement Learning,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Reinforcement Learning,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Reinforcement Learning,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Reinforcement Learning,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Reinforcement Learning,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Reinforcement Learning,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Robotics,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Robotics,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Robotics,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Robotics,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Robotics,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Robotics,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Robotics,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Robotics,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Robotics,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Robotics,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Graph Machine Learning,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Graph Machine Learning,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Graph Machine Learning,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Graph Machine Learning,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Graph Machine Learning,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Graph Machine Learning,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Graph Machine Learning,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Graph Machine Learning,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Graph Machine Learning,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Graph Machine Learning,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
