Category,Model Name,Downloads,Link
Audio-Text-to-Text,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Audio-Text-to-Text,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Audio-Text-to-Text,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Audio-Text-to-Text,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Audio-Text-to-Text,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Audio-Text-to-Text,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Audio-Text-to-Text,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Audio-Text-to-Text,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Audio-Text-to-Text,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Audio-Text-to-Text,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Image-Text-to-Text,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Image-Text-to-Text,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Image-Text-to-Text,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Image-Text-to-Text,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Image-Text-to-Text,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Image-Text-to-Text,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Image-Text-to-Text,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Image-Text-to-Text,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Image-Text-to-Text,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Image-Text-to-Text,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Visual Question Answering,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Visual Question Answering,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Visual Question Answering,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Visual Question Answering,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Visual Question Answering,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Visual Question Answering,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Visual Question Answering,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Visual Question Answering,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Visual Question Answering,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Visual Question Answering,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Document Question Answering,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Document Question Answering,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Document Question Answering,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Document Question Answering,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Document Question Answering,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Document Question Answering,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Document Question Answering,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Document Question Answering,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Document Question Answering,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Document Question Answering,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Video-Text-to-Text,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Video-Text-to-Text,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Video-Text-to-Text,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Video-Text-to-Text,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Video-Text-to-Text,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Video-Text-to-Text,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Video-Text-to-Text,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Video-Text-to-Text,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Video-Text-to-Text,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Video-Text-to-Text,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Visual Document Retrieval,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Visual Document Retrieval,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Visual Document Retrieval,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Visual Document Retrieval,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Visual Document Retrieval,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Visual Document Retrieval,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Visual Document Retrieval,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Visual Document Retrieval,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Visual Document Retrieval,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Visual Document Retrieval,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Any-to-Any,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Any-to-Any,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Any-to-Any,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Any-to-Any,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Any-to-Any,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Any-to-Any,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Any-to-Any,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Any-to-Any,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Any-to-Any,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Any-to-Any,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Depth Estimation,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Depth Estimation,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Depth Estimation,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Depth Estimation,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Depth Estimation,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Depth Estimation,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Depth Estimation,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Depth Estimation,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Depth Estimation,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Depth Estimation,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Image Classification,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Image Classification,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Image Classification,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Image Classification,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Image Classification,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Image Classification,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Image Classification,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Image Classification,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Image Classification,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Image Classification,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Object Detection,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Object Detection,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Object Detection,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Object Detection,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Object Detection,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Object Detection,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Object Detection,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Object Detection,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Object Detection,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Object Detection,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Image Segmentation,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Image Segmentation,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Image Segmentation,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Image Segmentation,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Image Segmentation,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Image Segmentation,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Image Segmentation,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Image Segmentation,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Image Segmentation,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Image Segmentation,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Text-to-Image,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Text-to-Image,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Text-to-Image,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Text-to-Image,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Text-to-Image,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Text-to-Image,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Text-to-Image,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Text-to-Image,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Text-to-Image,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Text-to-Image,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Image-to-Text,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Image-to-Text,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Image-to-Text,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Image-to-Text,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Image-to-Text,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Image-to-Text,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Image-to-Text,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Image-to-Text,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Image-to-Text,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Image-to-Text,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Image-to-Image,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Image-to-Image,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Image-to-Image,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Image-to-Image,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Image-to-Image,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Image-to-Image,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Image-to-Image,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Image-to-Image,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Image-to-Image,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Image-to-Image,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Image-to-Video,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Image-to-Video,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Image-to-Video,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Image-to-Video,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Image-to-Video,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Image-to-Video,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Image-to-Video,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Image-to-Video,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Image-to-Video,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Image-to-Video,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Unconditional Image Generation,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Unconditional Image Generation,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
Unconditional Image Generation,deepseek-ai/Janus-Pro-7BAny-to-Any•Updated10 days ago•370k•2.84k,•,https://huggingface.co/deepseek-ai/Janus-Pro-7B
Unconditional Image Generation,Zyphra/Zonos-v0.1-hybridText-to-Speech•Updatedabout 10 hours ago•80•289,•,https://huggingface.co/Zyphra/Zonos-v0.1-hybrid
Unconditional Image Generation,hexgrad/Kokoro-82MText-to-Speech•Updated9 days ago•300k•3.02k,•,https://huggingface.co/hexgrad/Kokoro-82M
Unconditional Image Generation,deepseek-ai/DeepSeek-V3Text Generation•Updated18 days ago•1.22M••3.34k,•,https://huggingface.co/deepseek-ai/DeepSeek-V3
Unconditional Image Generation,simplescaling/s1-32BText Generation•Updatedabout 11 hours ago•5.39k•236,•,https://huggingface.co/simplescaling/s1-32B
Unconditional Image Generation,unsloth/DeepSeek-R1-GGUFText Generation•Updated2 days ago•792k•697,•,https://huggingface.co/unsloth/DeepSeek-R1-GGUF
Unconditional Image Generation,"black-forest-labs/FLUX.1-devText-to-Image•UpdatedAug 16, 2024•1.58M••8.62k",•,https://huggingface.co/black-forest-labs/FLUX.1-dev
Unconditional Image Generation,mistralai/Mistral-Small-24B-Instruct-2501Text Generation•Updated9 days ago•263k••691,•,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501
Video Classification,deepseek-ai/DeepSeek-R1Text Generation•Updated2 days ago•2.67M••8.15k,•,https://huggingface.co/deepseek-ai/DeepSeek-R1
Video Classification,ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4Reinforcement Learning•Updated3 days ago•40.3k•406,•,https://huggingface.co/ValueFX9507/Tifa-Deepsex-14b-CoT-GGUF-Q4
